,0
7008,pagecounts-20081227-130000.gz
7009,pagecounts-20080305-140000.gz
7010,pagecounts-20080507-030001.gz
7011,pagecounts-20080825-200000.gz
7012,pagecounts-20080530-130001.gz
7013,pagecounts-20080325-040000.gz
7014,pagecounts-20080706-180001.gz
7015,pagecounts-20080314-220000.gz
7016,pagecounts-20080214-170000.gz
7017,pagecounts-20080225-150000.gz
7018,pagecounts-20080506-180000.gz
7019,pagecounts-20080425-010000.gz
7020,pagecounts-20081203-130001.gz
7021,pagecounts-20081111-220000.gz
7022,pagecounts-20080929-170000.gz
7023,pagecounts-20080121-170000.gz
7024,pagecounts-20080419-000000.gz
7025,pagecounts-20080606-040000.gz
7026,pagecounts-20081026-150000.gz
7027,pagecounts-20080609-210000.gz
7028,pagecounts-20081019-200001.gz
7029,pagecounts-20081217-190000.gz
7030,pagecounts-20080908-030000.gz
7031,pagecounts-20080904-190000.gz
7032,pagecounts-20080714-010000.gz
7033,pagecounts-20080918-020000.gz
7034,pagecounts-20081019-070000.gz
7035,pagecounts-20080105-180000.gz
7036,pagecounts-20080625-100000.gz
7037,pagecounts-20080511-010000.gz
7038,pagecounts-20080922-220001.gz
7039,pagecounts-20081224-100000.gz
7040,pagecounts-20081103-010000.gz
7041,pagecounts-20080930-080001.gz
7042,pagecounts-20080805-190000.gz
7043,pagecounts-20080118-010000.gz
7044,pagecounts-20080402-230000.gz
7045,pagecounts-20081026-230000.gz
7046,pagecounts-20080322-220000.gz
7047,pagecounts-20080124-050000.gz
7048,pagecounts-20080621-020001.gz
7049,pagecounts-20080606-030000.gz
7050,pagecounts-20081115-230001.gz
7051,pagecounts-20080911-080000.gz
7052,pagecounts-20080527-180000.gz
7053,pagecounts-20080627-120000.gz
7054,pagecounts-20080916-190001.gz
7055,pagecounts-20080423-120000.gz
7056,pagecounts-20081217-110000.gz
7057,pagecounts-20080614-000000.gz
7058,pagecounts-20081231-200000.gz
7059,pagecounts-20080807-120000.gz
7060,pagecounts-20080208-210000.gz
7061,pagecounts-20081121-030000.gz
7062,pagecounts-20080129-110000.gz
7063,pagecounts-20080730-000000.gz
7064,pagecounts-20081024-220000.gz
7065,pagecounts-20080111-170000.gz
7066,pagecounts-20080203-180000.gz
7067,pagecounts-20080928-060000.gz
7068,pagecounts-20080414-110000.gz
7069,pagecounts-20080103-170000.gz
7070,pagecounts-20080402-050000.gz
7071,pagecounts-20081116-230001.gz
7072,pagecounts-20080712-080000.gz
7073,pagecounts-20080511-160000.gz
7074,pagecounts-20081118-210000.gz
7075,pagecounts-20080809-210000.gz
7076,pagecounts-20080528-200000.gz
7077,pagecounts-20080816-020000.gz
7078,pagecounts-20080924-190000.gz
7079,pagecounts-20081203-080001.gz
7080,pagecounts-20080711-050000.gz
7081,pagecounts-20080105-000000.gz
7082,pagecounts-20080306-000000.gz
7083,pagecounts-20080520-090000.gz
7084,pagecounts-20080208-090000.gz
7085,pagecounts-20080509-170000.gz
7086,pagecounts-20080914-200001.gz
7087,pagecounts-20080727-170000.gz
7088,pagecounts-20080927-230000.gz
7089,pagecounts-20080409-020000.gz
7090,pagecounts-20080425-200001.gz
7091,pagecounts-20080613-200000.gz
7092,pagecounts-20080728-090000.gz
7093,pagecounts-20080503-070000.gz
7094,pagecounts-20080609-140000.gz
7095,pagecounts-20080102-180000.gz
7096,pagecounts-20080817-000000.gz
7097,pagecounts-20081214-040000.gz
7098,pagecounts-20081128-060000.gz
7099,pagecounts-20080123-040000.gz
7100,pagecounts-20080925-150001.gz
7101,pagecounts-20080526-070001.gz
7102,pagecounts-20080702-200001.gz
7103,pagecounts-20081112-220000.gz
7104,pagecounts-20080220-120000.gz
7105,pagecounts-20080925-000000.gz
7106,pagecounts-20080127-190000.gz
7107,pagecounts-20080525-140001.gz
7108,pagecounts-20081008-190000.gz
7109,pagecounts-20080419-110000.gz
7110,pagecounts-20080609-010000.gz
7111,pagecounts-20080706-160000.gz
7112,pagecounts-20080910-000000.gz
7113,pagecounts-20080330-040000.gz
7114,pagecounts-20080521-200001.gz
7115,pagecounts-20080326-200000.gz
7116,pagecounts-20081225-210000.gz
7117,pagecounts-20080125-190000.gz
7118,pagecounts-20080227-030000.gz
7119,pagecounts-20080408-100000.gz
7120,pagecounts-20080107-040000.gz
7121,pagecounts-20080229-000000.gz
7122,pagecounts-20080812-140000.gz
7123,pagecounts-20080226-070001.gz
7124,pagecounts-20080310-060000.gz
7125,pagecounts-20081220-000000.gz
7126,pagecounts-20080311-020000.gz
7127,pagecounts-20080819-020001.gz
7128,pagecounts-20081120-000001.gz
7129,pagecounts-20080512-040000.gz
7130,pagecounts-20080602-010000.gz
7131,pagecounts-20080818-130000.gz
7132,pagecounts-20080217-030000.gz
7133,pagecounts-20080820-060000.gz
7134,pagecounts-20080501-150000.gz
7135,pagecounts-20080708-220000.gz
7136,pagecounts-20080729-230000.gz
7137,pagecounts-20080330-170000.gz
7138,pagecounts-20080702-020001.gz
7139,pagecounts-20080226-090000.gz
7140,pagecounts-20081221-020000.gz
7141,pagecounts-20080301-220000.gz
7142,pagecounts-20080509-060000.gz
7143,pagecounts-20081122-120001.gz
7144,pagecounts-20080727-010000.gz
7145,pagecounts-20080425-190000.gz
7146,pagecounts-20080307-030000.gz
7147,pagecounts-20080512-190000.gz
7148,pagecounts-20080618-020000.gz
7149,pagecounts-20081022-130000.gz
7150,pagecounts-20080723-060001.gz
7151,pagecounts-20081217-050000.gz
7152,pagecounts-20081125-040000.gz
7153,pagecounts-20080204-200000.gz
7154,pagecounts-20080209-180000.gz
7155,pagecounts-20080409-060000.gz
7156,pagecounts-20080523-190000.gz
7157,pagecounts-20080627-010000.gz
7158,pagecounts-20080504-150000.gz
7159,pagecounts-20080618-200000.gz
7160,pagecounts-20081129-200000.gz
7161,pagecounts-20080111-050000.gz
7162,pagecounts-20081118-150000.gz
7163,pagecounts-20080813-050000.gz
7164,pagecounts-20080724-110001.gz
7165,pagecounts-20080717-030001.gz
7166,pagecounts-20080503-220001.gz
7167,pagecounts-20080906-220000.gz
7168,pagecounts-20081212-130000.gz
7169,pagecounts-20080613-000000.gz
7170,pagecounts-20080321-120000.gz
7171,pagecounts-20080118-130000.gz
7172,pagecounts-20081215-040000.gz
7173,pagecounts-20080307-190000.gz
7174,pagecounts-20080706-090000.gz
7175,pagecounts-20080106-190000.gz
7176,pagecounts-20080608-030000.gz
7177,pagecounts-20081103-030000.gz
7178,pagecounts-20081012-000000.gz
7179,pagecounts-20081112-020000.gz
7180,pagecounts-20080505-130000.gz
7181,pagecounts-20081220-110000.gz
7182,pagecounts-20081206-220000.gz
7183,pagecounts-20080303-050000.gz
7184,pagecounts-20080116-150000.gz
7185,pagecounts-20080828-190000.gz
7186,pagecounts-20081229-210000.gz
7187,pagecounts-20080811-170000.gz
7188,pagecounts-20080918-210000.gz
7189,pagecounts-20081020-190001.gz
7190,pagecounts-20080901-010000.gz
7191,pagecounts-20080611-140000.gz
7192,pagecounts-20080428-170000.gz
7193,pagecounts-20080303-040000.gz
7194,pagecounts-20080519-210000.gz
7195,pagecounts-20080120-230000.gz
7196,pagecounts-20081020-210000.gz
7197,pagecounts-20080912-060000.gz
7198,pagecounts-20081226-140001.gz
7199,pagecounts-20080604-100000.gz
7200,pagecounts-20080514-200000.gz
7201,pagecounts-20080214-080000.gz
7202,pagecounts-20080630-050000.gz
7203,pagecounts-20080606-180000.gz
7204,pagecounts-20080312-190000.gz
7205,pagecounts-20080501-130000.gz
7206,pagecounts-20080623-080001.gz
7207,pagecounts-20080709-000000.gz
7208,pagecounts-20080403-230000.gz
7209,pagecounts-20080719-120000.gz
7210,pagecounts-20081118-230001.gz
7211,pagecounts-20080812-110000.gz
7212,pagecounts-20080505-150000.gz
7213,pagecounts-20080521-020001.gz
7214,pagecounts-20081205-040000.gz
7215,pagecounts-20080522-140001.gz
7216,pagecounts-20081224-090000.gz
7217,pagecounts-20080815-190000.gz
7218,pagecounts-20080617-060000.gz
7219,pagecounts-20081128-210000.gz
7220,pagecounts-20080319-040000.gz
7221,pagecounts-20080529-090000.gz
7222,pagecounts-20081207-110000.gz
7223,pagecounts-20080902-220000.gz
7224,pagecounts-20080820-140000.gz
7225,pagecounts-20081104-170000.gz
7226,pagecounts-20081006-180000.gz
7227,pagecounts-20080428-080000.gz
7228,pagecounts-20081127-040000.gz
7229,pagecounts-20080613-030001.gz
7230,pagecounts-20081108-100000.gz
7231,pagecounts-20080206-170000.gz
7232,pagecounts-20080720-010000.gz
7233,pagecounts-20080126-170000.gz
7234,pagecounts-20080209-110000.gz
7235,pagecounts-20080715-100001.gz
7236,pagecounts-20080513-070000.gz
7237,pagecounts-20080527-070001.gz
7238,pagecounts-20080502-110000.gz
7239,pagecounts-20080922-070000.gz
7240,pagecounts-20080925-070000.gz
7241,pagecounts-20080725-180000.gz
7242,pagecounts-20080110-070000.gz
7243,pagecounts-20080724-020000.gz
7244,pagecounts-20081018-140000.gz
7245,pagecounts-20080824-150000.gz
7246,pagecounts-20080823-030000.gz
7247,pagecounts-20080401-110000.gz
7248,pagecounts-20080506-210001.gz
7249,pagecounts-20081222-010001.gz
7250,pagecounts-20080508-040000.gz
7251,pagecounts-20080116-070000.gz
7252,pagecounts-20080427-230000.gz
7253,pagecounts-20080502-230000.gz
7254,pagecounts-20080819-100000.gz
7255,pagecounts-20080916-020000.gz
7256,pagecounts-20080617-140000.gz
7257,pagecounts-20080130-040000.gz
7258,pagecounts-20081013-140000.gz
7259,pagecounts-20080729-220000.gz
7260,pagecounts-20080321-070000.gz
7261,pagecounts-20080802-040000.gz
7262,pagecounts-20080624-130000.gz
7263,pagecounts-20081222-050000.gz
7264,pagecounts-20080421-210001.gz
7265,pagecounts-20080516-110000.gz
7266,pagecounts-20080618-190000.gz
7267,pagecounts-20080611-200000.gz
7268,pagecounts-20080111-190000.gz
7269,pagecounts-20080714-140000.gz
7270,pagecounts-20080802-210000.gz
7271,pagecounts-20081108-070000.gz
7272,pagecounts-20080422-020000.gz
7273,pagecounts-20080807-220000.gz
7274,pagecounts-20080924-170000.gz
7275,pagecounts-20080722-140000.gz
7276,pagecounts-20080126-100000.gz
7277,pagecounts-20080315-070000.gz
7278,pagecounts-20080712-050001.gz
7279,pagecounts-20080924-070000.gz
7280,pagecounts-20080514-060000.gz
7281,pagecounts-20080529-010001.gz
7282,pagecounts-20080314-070000.gz
7283,pagecounts-20080108-110001.gz
7284,pagecounts-20080604-020000.gz
7285,pagecounts-20080311-060000.gz
7286,pagecounts-20080706-220000.gz
7287,pagecounts-20080206-180001.gz
7288,pagecounts-20080507-060000.gz
7289,pagecounts-20080206-230000.gz
7290,pagecounts-20080415-220000.gz
7291,pagecounts-20081128-070001.gz
7292,pagecounts-20080830-000000.gz
7293,pagecounts-20081230-190000.gz
7294,pagecounts-20081007-130000.gz
7295,pagecounts-20080730-160000.gz
7296,pagecounts-20081008-090001.gz
7297,pagecounts-20080422-110000.gz
7298,pagecounts-20080512-050000.gz
7299,pagecounts-20080518-070000.gz
7300,pagecounts-20080515-190000.gz
7301,pagecounts-20080508-200000.gz
7302,pagecounts-20080608-110001.gz
7303,pagecounts-20080328-110000.gz
7304,pagecounts-20081015-100000.gz
7305,pagecounts-20080615-110000.gz
7306,pagecounts-20080518-200001.gz
7307,pagecounts-20081203-100000.gz
7308,pagecounts-20080308-110001.gz
7309,pagecounts-20080813-010000.gz
7310,pagecounts-20080314-140000.gz
7311,pagecounts-20080115-200000.gz
7312,pagecounts-20081111-150000.gz
7313,pagecounts-20081016-160001.gz
7314,pagecounts-20080811-160000.gz
7315,pagecounts-20080521-210000.gz
7316,pagecounts-20081202-010000.gz
7317,pagecounts-20080727-160000.gz
7318,pagecounts-20080422-230000.gz
7319,pagecounts-20080218-170001.gz
7320,pagecounts-20080722-030000.gz
7321,pagecounts-20081227-150000.gz
7322,pagecounts-20081029-130000.gz
7323,pagecounts-20081127-110000.gz
7324,pagecounts-20080327-200000.gz
7325,pagecounts-20081226-020000.gz
7326,pagecounts-20080921-080000.gz
7327,pagecounts-20080530-060000.gz
7328,pagecounts-20081110-120000.gz
7329,pagecounts-20081014-200000.gz
7330,pagecounts-20081106-090000.gz
7331,pagecounts-20080114-210000.gz
7332,pagecounts-20080113-220000.gz
7333,pagecounts-20080512-090001.gz
7334,pagecounts-20081127-130000.gz
7335,pagecounts-20081208-150000.gz
7336,pagecounts-20080626-190000.gz
7337,pagecounts-20080205-200000.gz
7338,pagecounts-20080522-030000.gz
7339,pagecounts-20080501-220001.gz
7340,pagecounts-20081005-070000.gz
7341,pagecounts-20080710-030000.gz
7342,pagecounts-20080227-170000.gz
7343,pagecounts-20080922-230000.gz
7344,pagecounts-20080822-180001.gz
7345,pagecounts-20080801-060001.gz
7346,pagecounts-20081231-220000.gz
7347,pagecounts-20080704-140000.gz
7348,pagecounts-20080710-060000.gz
7349,pagecounts-20081203-160000.gz
7350,pagecounts-20080611-110001.gz
7351,pagecounts-20080131-050000.gz
7352,pagecounts-20080907-020000.gz
7353,pagecounts-20080602-050000.gz
7354,pagecounts-20080328-190000.gz
7355,pagecounts-20081023-080000.gz
7356,pagecounts-20080207-020000.gz
7357,pagecounts-20080331-070000.gz
7358,pagecounts-20080109-020000.gz
7359,pagecounts-20080711-180000.gz
7360,pagecounts-20080206-090000.gz
7361,pagecounts-20080523-150000.gz
7362,pagecounts-20080318-150000.gz
7363,pagecounts-20080226-220000.gz
7364,pagecounts-20080421-040000.gz
7365,pagecounts-20081112-190000.gz
7366,pagecounts-20081202-230000.gz
7367,pagecounts-20080624-170000.gz
7368,pagecounts-20081101-040000.gz
7369,pagecounts-20080214-180000.gz
7370,pagecounts-20081110-010000.gz
7371,pagecounts-20081020-180000.gz
7372,pagecounts-20080101-010000.gz
7373,pagecounts-20081116-100000.gz
7374,pagecounts-20081014-180001.gz
7375,pagecounts-20080329-140000.gz
7376,pagecounts-20080502-150000.gz
7377,pagecounts-20080927-210001.gz
7378,pagecounts-20081212-060001.gz
7379,pagecounts-20080526-010000.gz
7380,pagecounts-20081116-010000.gz
7381,pagecounts-20080319-200000.gz
7382,pagecounts-20081107-110001.gz
7383,pagecounts-20080115-150000.gz
7384,pagecounts-20080701-100000.gz
7385,pagecounts-20080508-140000.gz
7386,pagecounts-20080621-090000.gz
7387,pagecounts-20080425-070000.gz
7388,pagecounts-20081229-150000.gz
7389,pagecounts-20080424-140001.gz
7390,pagecounts-20080611-030000.gz
7391,pagecounts-20080609-020000.gz
7392,pagecounts-20080409-140000.gz
7393,pagecounts-20080728-220000.gz
7394,pagecounts-20080521-100000.gz
7395,pagecounts-20081111-070000.gz
7396,pagecounts-20081002-060000.gz
7397,pagecounts-20081213-000001.gz
7398,pagecounts-20081003-010000.gz
7399,pagecounts-20080327-060001.gz
7400,pagecounts-20080924-020000.gz
7401,pagecounts-20080207-220000.gz
7402,pagecounts-20080218-140000.gz
7403,pagecounts-20081203-140000.gz
7404,pagecounts-20080224-220000.gz
7405,pagecounts-20080921-120000.gz
7406,pagecounts-20080816-230000.gz
7407,pagecounts-20080314-080000.gz
7408,pagecounts-20080802-180000.gz
7409,pagecounts-20081123-210000.gz
7410,pagecounts-20080531-080000.gz
7411,pagecounts-20080707-230001.gz
7412,pagecounts-20080323-030000.gz
7413,pagecounts-20081108-170000.gz
7414,pagecounts-20080503-200000.gz
7415,pagecounts-20080304-130000.gz
7416,pagecounts-20080816-010000.gz
7417,pagecounts-20081106-060000.gz
7418,pagecounts-20081017-120000.gz
7419,pagecounts-20080225-050000.gz
7420,pagecounts-20080528-010001.gz
7421,pagecounts-20080914-080001.gz
7422,pagecounts-20080425-040000.gz
7423,pagecounts-20080303-220000.gz
7424,pagecounts-20081221-190001.gz
7425,pagecounts-20081123-000001.gz
7426,pagecounts-20081004-200000.gz
7427,pagecounts-20080528-170000.gz
7428,pagecounts-20080711-220000.gz
7429,pagecounts-20080517-140000.gz
7430,pagecounts-20080125-200001.gz
7431,pagecounts-20081225-010001.gz
7432,pagecounts-20080711-020000.gz
7433,pagecounts-20081124-210000.gz
7434,pagecounts-20080214-050000.gz
7435,pagecounts-20080507-040000.gz
7436,pagecounts-20081217-170000.gz
7437,pagecounts-20080706-100000.gz
7438,pagecounts-20080410-070000.gz
7439,pagecounts-20080224-130001.gz
7440,pagecounts-20080717-070000.gz
7441,pagecounts-20080828-100001.gz
7442,pagecounts-20080510-120000.gz
7443,pagecounts-20080820-220000.gz
7444,pagecounts-20081121-100000.gz
7445,pagecounts-20080806-010000.gz
7446,pagecounts-20080227-120000.gz
7447,pagecounts-20081012-170000.gz
7448,pagecounts-20080201-190000.gz
7449,pagecounts-20080524-030000.gz
7450,pagecounts-20081023-010000.gz
7451,pagecounts-20081114-110001.gz
7452,pagecounts-20081210-010000.gz
7453,pagecounts-20081011-000000.gz
7454,pagecounts-20080814-140000.gz
7455,pagecounts-20080716-130000.gz
7456,pagecounts-20080420-060000.gz
7457,pagecounts-20080713-050000.gz
7458,pagecounts-20080410-020000.gz
7459,pagecounts-20080419-140000.gz
7460,pagecounts-20080514-130000.gz
7461,pagecounts-20081210-000000.gz
7462,pagecounts-20080412-210000.gz
7463,pagecounts-20080208-040000.gz
7464,pagecounts-20080529-020000.gz
7465,pagecounts-20080211-150000.gz
7466,pagecounts-20081117-190000.gz
7467,pagecounts-20080105-070000.gz
7468,pagecounts-20080825-030000.gz
7469,pagecounts-20080512-030001.gz
7470,pagecounts-20080618-030001.gz
7471,pagecounts-20080621-170000.gz
7472,pagecounts-20081218-120000.gz
7473,pagecounts-20080724-170001.gz
7474,pagecounts-20080103-180000.gz
7475,pagecounts-20080504-180000.gz
7476,pagecounts-20080811-150000.gz
7477,pagecounts-20080208-140000.gz
7478,pagecounts-20081124-120001.gz
7479,pagecounts-20080729-050000.gz
7480,pagecounts-20080116-040000.gz
7481,pagecounts-20080824-070000.gz
7482,pagecounts-20081214-090000.gz
7483,pagecounts-20081125-000001.gz
7484,pagecounts-20080417-140000.gz
7485,pagecounts-20081014-100000.gz
7486,pagecounts-20081008-170000.gz
7487,pagecounts-20080818-020000.gz
7488,pagecounts-20080910-160001.gz
7489,pagecounts-20080209-130001.gz
7490,pagecounts-20080426-170000.gz
7491,pagecounts-20080129-040000.gz
7492,pagecounts-20080831-120000.gz
7493,pagecounts-20080323-210000.gz
7494,pagecounts-20080604-210000.gz
7495,pagecounts-20080213-210001.gz
7496,pagecounts-20081027-090000.gz
7497,pagecounts-20080731-040000.gz
7498,pagecounts-20080816-160001.gz
7499,pagecounts-20080701-030000.gz
7500,pagecounts-20080828-030000.gz
7501,pagecounts-20081206-050000.gz
7502,pagecounts-20080718-200000.gz
7503,pagecounts-20081014-030000.gz
7504,pagecounts-20080703-060000.gz
7505,pagecounts-20080824-220000.gz
7506,pagecounts-20080720-090000.gz
7507,pagecounts-20080614-230000.gz
7508,pagecounts-20081025-080000.gz
7509,pagecounts-20080410-150001.gz
7510,pagecounts-20080923-210000.gz
7511,pagecounts-20081023-120001.gz
7512,pagecounts-20080310-050001.gz
7513,pagecounts-20080925-010000.gz
7514,pagecounts-20081124-230000.gz
7515,pagecounts-20080411-080000.gz
7516,pagecounts-20080102-030001.gz
7517,pagecounts-20080108-100000.gz
7518,pagecounts-20080415-040001.gz
7519,pagecounts-20080626-160000.gz
7520,pagecounts-20080724-230000.gz
7521,pagecounts-20081208-050000.gz
7522,pagecounts-20081205-160000.gz
7523,pagecounts-20080204-080000.gz
7524,pagecounts-20080704-160000.gz
7525,pagecounts-20081030-100000.gz
7526,pagecounts-20080920-100000.gz
7527,pagecounts-20080811-040000.gz
7528,pagecounts-20080802-010000.gz
7529,pagecounts-20080531-010000.gz
7530,pagecounts-20080530-010001.gz
7531,pagecounts-20080228-180000.gz
7532,pagecounts-20080103-070000.gz
7533,pagecounts-20081107-120000.gz
7534,pagecounts-20080531-130000.gz
7535,pagecounts-20080830-220000.gz
7536,pagecounts-20080520-110000.gz
7537,pagecounts-20080129-220000.gz
7538,pagecounts-20081118-050001.gz
7539,pagecounts-20080308-220000.gz
7540,pagecounts-20080925-080000.gz
7541,pagecounts-20080823-130000.gz
7542,pagecounts-20081017-140000.gz
7543,pagecounts-20080924-050000.gz
7544,pagecounts-20080421-180000.gz
7545,pagecounts-20081220-060000.gz
7546,pagecounts-20080322-200000.gz
7547,pagecounts-20080913-000000.gz
7548,pagecounts-20080901-210000.gz
7549,pagecounts-20081130-020001.gz
7550,pagecounts-20080904-000000.gz
7551,pagecounts-20080517-000000.gz
7552,pagecounts-20081223-080000.gz
7553,pagecounts-20080320-110001.gz
7554,pagecounts-20080211-060000.gz
7555,pagecounts-20080117-120000.gz
7556,pagecounts-20080620-030001.gz
7557,pagecounts-20081231-090001.gz
7558,pagecounts-20080817-070000.gz
7559,pagecounts-20080124-230000.gz
7560,pagecounts-20080916-000000.gz
7561,pagecounts-20081231-010000.gz
7562,pagecounts-20081013-190001.gz
7563,pagecounts-20080520-080001.gz
7564,pagecounts-20080928-110000.gz
7565,pagecounts-20080722-110000.gz
7566,pagecounts-20080411-230000.gz
7567,pagecounts-20080607-180000.gz
7568,pagecounts-20080516-040000.gz
7569,pagecounts-20080911-010000.gz
7570,pagecounts-20081102-210000.gz
7571,pagecounts-20080826-040000.gz
7572,pagecounts-20080731-000000.gz
7573,pagecounts-20080719-110000.gz
7574,pagecounts-20080702-070000.gz
7575,pagecounts-20080319-030000.gz
7576,pagecounts-20081219-090000.gz
7577,pagecounts-20080205-090000.gz
7578,pagecounts-20081027-040000.gz
7579,pagecounts-20080401-220000.gz
7580,pagecounts-20080725-190000.gz
7581,pagecounts-20080406-170000.gz
7582,pagecounts-20080210-160000.gz
7583,pagecounts-20080203-050000.gz
7584,pagecounts-20081209-070000.gz
7585,pagecounts-20080105-110001.gz
7586,pagecounts-20081110-200000.gz
7587,pagecounts-20080902-070000.gz
7588,pagecounts-20081020-100000.gz
7589,pagecounts-20080104-090000.gz
7590,pagecounts-20080428-210001.gz
7591,pagecounts-20080904-230000.gz
7592,pagecounts-20080802-030000.gz
7593,pagecounts-20080704-010000.gz
7594,pagecounts-20081011-210000.gz
7595,pagecounts-20080420-200000.gz
7596,pagecounts-20081231-120000.gz
7597,pagecounts-20080831-090001.gz
7598,pagecounts-20080904-110000.gz
7599,pagecounts-20081129-030000.gz
7600,pagecounts-20080105-220000.gz
7601,pagecounts-20080921-020000.gz
7602,pagecounts-20080701-180000.gz
7603,pagecounts-20080226-190001.gz
7604,pagecounts-20080627-090001.gz
7605,pagecounts-20080717-150001.gz
7606,pagecounts-20080218-080000.gz
7607,pagecounts-20080613-020000.gz
7608,pagecounts-20081218-090000.gz
7609,pagecounts-20080802-130000.gz
7610,pagecounts-20080228-130000.gz
7611,pagecounts-20080520-030000.gz
7612,pagecounts-20080118-170000.gz
7613,pagecounts-20080320-140000.gz
7614,pagecounts-20080806-230000.gz
7615,pagecounts-20081022-140000.gz
7616,pagecounts-20081124-060001.gz
7617,pagecounts-20080623-010000.gz
7618,pagecounts-20080825-210000.gz
7619,pagecounts-20081017-060000.gz
7620,pagecounts-20080221-080000.gz
7621,pagecounts-20080926-030001.gz
7622,pagecounts-20080316-010000.gz
7623,pagecounts-20080208-100000.gz
7624,pagecounts-20080512-010000.gz
7625,pagecounts-20080417-120000.gz
7626,pagecounts-20080527-200000.gz
7627,pagecounts-20080729-150000.gz
7628,pagecounts-20081024-210000.gz
7629,pagecounts-20080218-190000.gz
7630,pagecounts-20080804-020000.gz
7631,pagecounts-20080710-130000.gz
7632,pagecounts-20080108-230000.gz
7633,pagecounts-20081117-140000.gz
7634,pagecounts-20081219-190001.gz
7635,pagecounts-20080101-190000.gz
7636,pagecounts-20080811-180000.gz
7637,pagecounts-20080827-050000.gz
7638,pagecounts-20080517-030001.gz
7639,pagecounts-20080511-040000.gz
7640,pagecounts-20080618-160000.gz
7641,pagecounts-20080530-050000.gz
7642,pagecounts-20080218-210000.gz
7643,pagecounts-20080713-070000.gz
7644,pagecounts-20080409-220000.gz
7645,pagecounts-20081202-000000.gz
7646,pagecounts-20081213-210000.gz
7647,pagecounts-20081229-100000.gz
7648,pagecounts-20081010-180000.gz
7649,pagecounts-20080509-110000.gz
7650,pagecounts-20080313-010000.gz
7651,pagecounts-20080421-160000.gz
7652,pagecounts-20081215-180001.gz
7653,pagecounts-20080819-120000.gz
7654,pagecounts-20080205-010000.gz
7655,pagecounts-20080210-210000.gz
7656,pagecounts-20081104-110000.gz
7657,pagecounts-20080426-110000.gz
7658,pagecounts-20080610-210000.gz
7659,pagecounts-20080703-180000.gz
7660,pagecounts-20081129-220000.gz
7661,pagecounts-20080306-070000.gz
7662,pagecounts-20080831-030001.gz
7663,pagecounts-20080824-010000.gz
7664,pagecounts-20080929-180000.gz
7665,pagecounts-20081012-080000.gz
7666,pagecounts-20080713-170000.gz
7667,pagecounts-20081231-000000.gz
7668,pagecounts-20080828-160001.gz
7669,pagecounts-20080718-000000.gz
7670,pagecounts-20080108-040000.gz
7671,pagecounts-20080128-220000.gz
7672,pagecounts-20080520-180000.gz
7673,pagecounts-20080628-220000.gz
7674,pagecounts-20080817-230000.gz
7675,pagecounts-20081223-190001.gz
7676,pagecounts-20081025-010000.gz
7677,pagecounts-20080328-000001.gz
7678,pagecounts-20080809-170000.gz
7679,pagecounts-20080202-020000.gz
7680,pagecounts-20081121-040000.gz
7681,pagecounts-20080208-190001.gz
7682,pagecounts-20080812-180001.gz
7683,pagecounts-20080506-040001.gz
7684,pagecounts-20080308-010000.gz
7685,pagecounts-20080420-210001.gz
7686,pagecounts-20080914-210000.gz
7687,pagecounts-20080308-100000.gz
7688,pagecounts-20080428-010000.gz
7689,pagecounts-20080420-000000.gz
7690,pagecounts-20081211-200000.gz
7691,pagecounts-20080702-060000.gz
7692,pagecounts-20080212-230000.gz
7693,pagecounts-20080117-230000.gz
7694,pagecounts-20080408-030001.gz
7695,pagecounts-20080606-130000.gz
7696,pagecounts-20080207-090000.gz
7697,pagecounts-20080219-090000.gz
7698,pagecounts-20081201-010001.gz
7699,pagecounts-20081003-120000.gz
7700,pagecounts-20080608-230001.gz
7701,pagecounts-20080129-200001.gz
7702,pagecounts-20080613-010000.gz
7703,pagecounts-20080718-220000.gz
7704,pagecounts-20080111-200000.gz
7705,pagecounts-20080621-040000.gz
7706,pagecounts-20080420-050000.gz
7707,pagecounts-20081125-060001.gz
7708,pagecounts-20080114-190001.gz
7709,pagecounts-20081220-130001.gz
7710,pagecounts-20080204-150000.gz
7711,pagecounts-20080829-030001.gz
7712,pagecounts-20080410-090001.gz
7713,pagecounts-20080530-000000.gz
7714,pagecounts-20081219-060000.gz
7715,pagecounts-20081001-020000.gz
7716,pagecounts-20080214-160000.gz
7717,pagecounts-20080918-180001.gz
7718,pagecounts-20080621-140001.gz
7719,pagecounts-20080629-210001.gz
7720,pagecounts-20081107-070000.gz
7721,pagecounts-20081222-190001.gz
7722,pagecounts-20081005-030000.gz
7723,pagecounts-20080922-110001.gz
7724,pagecounts-20081126-170000.gz
7725,pagecounts-20081221-210000.gz
7726,pagecounts-20080408-110000.gz
7727,pagecounts-20080721-070001.gz
7728,pagecounts-20080323-100000.gz
7729,pagecounts-20080727-060000.gz
7730,pagecounts-20081017-220000.gz
7731,pagecounts-20081120-050000.gz
7732,pagecounts-20080527-140000.gz
7733,pagecounts-20080429-050000.gz
7734,pagecounts-20081008-120000.gz
7735,pagecounts-20080726-140000.gz
7736,pagecounts-20081030-220000.gz
7737,pagecounts-20080605-210000.gz
7738,pagecounts-20080617-090001.gz
7739,pagecounts-20080331-200001.gz
7740,pagecounts-20080829-010000.gz
7741,pagecounts-20080408-180000.gz
7742,pagecounts-20080825-140000.gz
7743,pagecounts-20080815-030000.gz
